1,2,3,4,t,6,g,8,col_value
markov,N:,3,t:,0.005,g:,0.1,pingjunzhi:,7.48440E-06
markov,N:,3,t:,0.005,g:,0.105,pingjunzhi:,6.83904E-06
markov,N:,3,t:,0.005,g:,0.11,pingjunzhi:,7.48074E-06
markov,N:,3,t:,0.005,g:,0.115,pingjunzhi:,9.70363E-06
markov,N:,3,t:,0.005,g:,0.12,pingjunzhi:,1.08094E-05
markov,N:,3,t:,0.005,g:,0.125,pingjunzhi:,1.13303E-05
markov,N:,3,t:,0.005,g:,0.13,pingjunzhi:,1.18020E-05
markov,N:,3,t:,0.005,g:,0.135,pingjunzhi:,1.38694E-05
markov,N:,3,t:,0.005,g:,0.14,pingjunzhi:,1.41110E-05
markov,N:,3,t:,0.005,g:,0.145,pingjunzhi:,1.30251E-05
markov,N:,3,t:,0.005,g:,0.15,pingjunzhi:,1.70497E-05
markov,N:,3,t:,0.005,g:,0.155,pingjunzhi:,1.85346E-05
markov,N:,3,t:,0.005,g:,0.16,pingjunzhi:,1.65027E-05
markov,N:,3,t:,0.005,g:,0.165,pingjunzhi:,2.02362E-05
markov,N:,3,t:,0.005,g:,0.17,pingjunzhi:,2.00006E-05
markov,N:,3,t:,0.005,g:,0.175,pingjunzhi:,2.07714E-05
markov,N:,3,t:,0.005,g:,0.18,pingjunzhi:,2.37221E-05
markov,N:,3,t:,0.005,g:,0.185,pingjunzhi:,2.66296E-05
markov,N:,3,t:,0.005,g:,0.19,pingjunzhi:,2.57431E-05
markov,N:,3,t:,0.005,g:,0.195,pingjunzhi:,2.67445E-05
markov,N:,3,t:,0.005,g:,0.2,pingjunzhi:,3.17042E-05
markov,N:,3,t:,0.005,g:,0.205,pingjunzhi:,3.31320E-05
markov,N:,3,t:,0.005,g:,0.21,pingjunzhi:,2.86978E-05
markov,N:,3,t:,0.005,g:,0.215,pingjunzhi:,3.46884E-05
markov,N:,3,t:,0.005,g:,0.22,pingjunzhi:,3.26129E-05
markov,N:,3,t:,0.005,g:,0.225,pingjunzhi:,3.38175E-05
markov,N:,3,t:,0.005,g:,0.23,pingjunzhi:,4.05286E-05
markov,N:,3,t:,0.005,g:,0.235,pingjunzhi:,4.05830E-05
markov,N:,3,t:,0.005,g:,0.24,pingjunzhi:,3.83830E-05
markov,N:,3,t:,0.005,g:,0.245,pingjunzhi:,4.53063E-05
markov,N:,3,t:,0.005,g:,0.25,pingjunzhi:,4.50515E-05
markov,N:,3,t:,0.005,g:,0.255,pingjunzhi:,4.97833E-05
markov,N:,3,t:,0.005,g:,0.26,pingjunzhi:,5.18417E-05
markov,N:,3,t:,0.005,g:,0.265,pingjunzhi:,4.76081E-05
markov,N:,3,t:,0.005,g:,0.27,pingjunzhi:,4.74202E-05
markov,N:,3,t:,0.005,g:,0.275,pingjunzhi:,5.11583E-05
markov,N:,3,t:,0.005,g:,0.28,pingjunzhi:,5.31094E-05
markov,N:,3,t:,0.005,g:,0.285,pingjunzhi:,5.23387E-05
markov,N:,3,t:,0.005,g:,0.29,pingjunzhi:,5.64341E-05
markov,N:,3,t:,0.005,g:,0.295,pingjunzhi:,5.42629E-05
markov,N:,3,t:,0.005,g:,0.3,pingjunzhi:,6.03698E-05
markov,N:,3,t:,0.005,g:,0.305,pingjunzhi:,6.34271E-05
markov,N:,3,t:,0.005,g:,0.31,pingjunzhi:,7.27016E-05
markov,N:,3,t:,0.005,g:,0.315,pingjunzhi:,6.71021E-05
markov,N:,3,t:,0.005,g:,0.32,pingjunzhi:,7.21395E-05
markov,N:,3,t:,0.005,g:,0.325,pingjunzhi:,7.55338E-05
markov,N:,3,t:,0.005,g:,0.33,pingjunzhi:,7.32422E-05
markov,N:,3,t:,0.005,g:,0.335,pingjunzhi:,7.81224E-05
markov,N:,3,t:,0.005,g:,0.34,pingjunzhi:,9.37479E-05
markov,N:,3,t:,0.005,g:,0.345,pingjunzhi:,8.05580E-05
markov,N:,3,t:,0.005,g:,0.35,pingjunzhi:,8.60849E-05
markov,N:,3,t:,0.005,g:,0.355,pingjunzhi:,8.77322E-05
markov,N:,3,t:,0.005,g:,0.36,pingjunzhi:,9.14105E-05
markov,N:,3,t:,0.005,g:,0.365,pingjunzhi:,9.36022E-05
markov,N:,3,t:,0.005,g:,0.37,pingjunzhi:,9.47301E-05
markov,N:,3,t:,0.005,g:,0.375,pingjunzhi:,8.94125E-05
markov,N:,3,t:,0.005,g:,0.38,pingjunzhi:,8.96398E-05
markov,N:,3,t:,0.005,g:,0.385,pingjunzhi:,1.07114E-04
markov,N:,3,t:,0.005,g:,0.39,pingjunzhi:,1.03260E-04
markov,N:,3,t:,0.005,g:,0.395,pingjunzhi:,1.10502E-04
markov,N:,3,t:,0.005,g:,0.4,pingjunzhi:,1.13774E-04
markov,N:,3,t:,0.01,g:,0,pingjunzhi:,2.34995E-07
markov,N:,3,t:,0.01,g:,0.005,pingjunzhi:,2.36412E-07
markov,N:,3,t:,0.01,g:,0.01,pingjunzhi:,2.74957E-07
markov,N:,3,t:,0.01,g:,0.015,pingjunzhi:,3.65408E-07
markov,N:,3,t:,0.01,g:,0.02,pingjunzhi:,5.73628E-07
markov,N:,3,t:,0.01,g:,0.025,pingjunzhi:,6.46715E-07
markov,N:,3,t:,0.01,g:,0.03,pingjunzhi:,9.01119E-07
markov,N:,3,t:,0.01,g:,0.035,pingjunzhi:,1.18711E-06
markov,N:,3,t:,0.01,g:,0.04,pingjunzhi:,1.32447E-06
markov,N:,3,t:,0.01,g:,0.045,pingjunzhi:,1.68006E-06
markov,N:,3,t:,0.01,g:,0.05,pingjunzhi:,2.10153E-06
markov,N:,3,t:,0.01,g:,0.055,pingjunzhi:,2.69988E-06
markov,N:,3,t:,0.01,g:,0.06,pingjunzhi:,2.99263E-06
markov,N:,3,t:,0.01,g:,0.065,pingjunzhi:,3.18051E-06
markov,N:,3,t:,0.01,g:,0.07,pingjunzhi:,3.86074E-06
markov,N:,3,t:,0.01,g:,0.075,pingjunzhi:,4.17382E-06
markov,N:,3,t:,0.01,g:,0.08,pingjunzhi:,5.13167E-06
markov,N:,3,t:,0.01,g:,0.085,pingjunzhi:,6.06218E-06
markov,N:,3,t:,0.01,g:,0.09,pingjunzhi:,5.53099E-06
markov,N:,3,t:,0.01,g:,0.095,pingjunzhi:,6.42710E-06
markov,N:,3,t:,0.01,g:,0.1,pingjunzhi:,7.27869E-06
markov,N:,3,t:,0.01,g:,0.105,pingjunzhi:,7.78225E-06
markov,N:,3,t:,0.01,g:,0.11,pingjunzhi:,7.29829E-06
markov,N:,3,t:,0.01,g:,0.115,pingjunzhi:,9.83002E-06
markov,N:,3,t:,0.01,g:,0.12,pingjunzhi:,1.03016E-05
markov,N:,3,t:,0.01,g:,0.125,pingjunzhi:,1.20004E-05
markov,N:,3,t:,0.01,g:,0.13,pingjunzhi:,1.29165E-05
markov,N:,3,t:,0.01,g:,0.135,pingjunzhi:,1.25941E-05
markov,N:,3,t:,0.01,g:,0.14,pingjunzhi:,1.33585E-05
markov,N:,3,t:,0.01,g:,0.145,pingjunzhi:,1.36521E-05
markov,N:,3,t:,0.01,g:,0.15,pingjunzhi:,1.52656E-05
markov,N:,3,t:,0.01,g:,0.155,pingjunzhi:,1.86910E-05
markov,N:,3,t:,0.01,g:,0.16,pingjunzhi:,1.97482E-05
markov,N:,3,t:,0.01,g:,0.165,pingjunzhi:,1.96264E-05
markov,N:,3,t:,0.01,g:,0.17,pingjunzhi:,2.20711E-05
markov,N:,3,t:,0.01,g:,0.175,pingjunzhi:,2.47816E-05
markov,N:,3,t:,0.01,g:,0.18,pingjunzhi:,2.45777E-05
markov,N:,3,t:,0.01,g:,0.185,pingjunzhi:,2.48036E-05
markov,N:,3,t:,0.01,g:,0.19,pingjunzhi:,2.87017E-05
markov,N:,3,t:,0.01,g:,0.195,pingjunzhi:,2.75749E-05
markov,N:,3,t:,0.01,g:,0.2,pingjunzhi:,2.76819E-05
markov,N:,3,t:,0.01,g:,0.205,pingjunzhi:,3.34203E-05
markov,N:,3,t:,0.01,g:,0.21,pingjunzhi:,3.21286E-05
markov,N:,3,t:,0.01,g:,0.215,pingjunzhi:,3.42893E-05
markov,N:,3,t:,0.01,g:,0.22,pingjunzhi:,3.58523E-05
markov,N:,3,t:,0.01,g:,0.225,pingjunzhi:,3.40923E-05
markov,N:,3,t:,0.01,g:,0.23,pingjunzhi:,3.87662E-05
markov,N:,3,t:,0.01,g:,0.235,pingjunzhi:,4.28914E-05
markov,N:,3,t:,0.01,g:,0.24,pingjunzhi:,4.03847E-05
markov,N:,3,t:,0.01,g:,0.245,pingjunzhi:,4.32947E-05
markov,N:,3,t:,0.01,g:,0.25,pingjunzhi:,4.28738E-05
markov,N:,3,t:,0.01,g:,0.255,pingjunzhi:,4.71649E-05
markov,N:,3,t:,0.01,g:,0.26,pingjunzhi:,4.80974E-05
markov,N:,3,t:,0.01,g:,0.265,pingjunzhi:,5.32144E-05
markov,N:,3,t:,0.01,g:,0.27,pingjunzhi:,5.22002E-05
markov,N:,3,t:,0.01,g:,0.275,pingjunzhi:,5.23201E-05
markov,N:,3,t:,0.01,g:,0.28,pingjunzhi:,5.58061E-05
markov,N:,3,t:,0.01,g:,0.285,pingjunzhi:,4.64477E-05
markov,N:,3,t:,0.01,g:,0.29,pingjunzhi:,6.07068E-05
markov,N:,3,t:,0.01,g:,0.295,pingjunzhi:,5.85352E-05
markov,N:,3,t:,0.01,g:,0.3,pingjunzhi:,5.81793E-05
markov,N:,3,t:,0.01,g:,0.305,pingjunzhi:,6.41182E-05
markov,N:,3,t:,0.01,g:,0.31,pingjunzhi:,7.14673E-05
markov,N:,3,t:,0.01,g:,0.315,pingjunzhi:,7.30995E-05
markov,N:,3,t:,0.01,g:,0.32,pingjunzhi:,7.49706E-05
markov,N:,3,t:,0.01,g:,0.325,pingjunzhi:,8.28271E-05
markov,N:,3,t:,0.01,g:,0.33,pingjunzhi:,8.15869E-05
markov,N:,3,t:,0.01,g:,0.335,pingjunzhi:,8.74352E-05
markov,N:,3,t:,0.01,g:,0.34,pingjunzhi:,8.51505E-05
markov,N:,3,t:,0.01,g:,0.345,pingjunzhi:,9.35022E-05
markov,N:,3,t:,0.01,g:,0.35,pingjunzhi:,8.69669E-05
markov,N:,3,t:,0.01,g:,0.355,pingjunzhi:,8.12971E-05
markov,N:,3,t:,0.01,g:,0.36,pingjunzhi:,8.37941E-05
markov,N:,3,t:,0.01,g:,0.365,pingjunzhi:,9.08636E-05
markov,N:,3,t:,0.01,g:,0.37,pingjunzhi:,8.86462E-05
markov,N:,3,t:,0.01,g:,0.375,pingjunzhi:,9.96271E-05
markov,N:,3,t:,0.01,g:,0.38,pingjunzhi:,9.36436E-05
markov,N:,3,t:,0.01,g:,0.385,pingjunzhi:,1.08225E-04
markov,N:,3,t:,0.01,g:,0.39,pingjunzhi:,1.01165E-04
markov,N:,3,t:,0.01,g:,0.395,pingjunzhi:,1.11988E-04
markov,N:,3,t:,0.01,g:,0.4,pingjunzhi:,1.02513E-04
markov,N:,3,t:,0.015,g:,0,pingjunzhi:,5.37776E-07
markov,N:,3,t:,0.015,g:,0.005,pingjunzhi:,4.69200E-07
markov,N:,3,t:,0.015,g:,0.01,pingjunzhi:,4.43021E-07
markov,N:,3,t:,0.015,g:,0.015,pingjunzhi:,5.82468E-07
markov,N:,3,t:,0.015,g:,0.02,pingjunzhi:,7.96787E-07
markov,N:,3,t:,0.015,g:,0.025,pingjunzhi:,8.14530E-07
markov,N:,3,t:,0.015,g:,0.03,pingjunzhi:,1.14276E-06
markov,N:,3,t:,0.015,g:,0.035,pingjunzhi:,1.23526E-06
markov,N:,3,t:,0.015,g:,0.04,pingjunzhi:,1.66971E-06
markov,N:,3,t:,0.015,g:,0.045,pingjunzhi:,2.27358E-06
markov,N:,3,t:,0.015,g:,0.05,pingjunzhi:,2.06205E-06
markov,N:,3,t:,0.015,g:,0.055,pingjunzhi:,2.59288E-06
markov,N:,3,t:,0.015,g:,0.06,pingjunzhi:,3.10530E-06
markov,N:,3,t:,0.015,g:,0.065,pingjunzhi:,3.56122E-06
markov,N:,3,t:,0.015,g:,0.07,pingjunzhi:,4.36185E-06
markov,N:,3,t:,0.015,g:,0.075,pingjunzhi:,3.74817E-06
markov,N:,3,t:,0.015,g:,0.08,pingjunzhi:,5.69020E-06
markov,N:,3,t:,0.015,g:,0.085,pingjunzhi:,5.49813E-06
markov,N:,3,t:,0.015,g:,0.09,pingjunzhi:,6.02544E-06
markov,N:,3,t:,0.015,g:,0.095,pingjunzhi:,6.24989E-06
markov,N:,3,t:,0.015,g:,0.1,pingjunzhi:,8.88396E-06
markov,N:,3,t:,0.015,g:,0.105,pingjunzhi:,9.07733E-06
markov,N:,3,t:,0.015,g:,0.11,pingjunzhi:,8.22797E-06
markov,N:,3,t:,0.015,g:,0.115,pingjunzhi:,9.56003E-06
markov,N:,3,t:,0.015,g:,0.12,pingjunzhi:,1.17215E-05
markov,N:,3,t:,0.015,g:,0.125,pingjunzhi:,1.25428E-05
markov,N:,3,t:,0.015,g:,0.13,pingjunzhi:,1.18893E-05
markov,N:,3,t:,0.015,g:,0.135,pingjunzhi:,1.19880E-05
markov,N:,3,t:,0.015,g:,0.14,pingjunzhi:,1.42257E-05
markov,N:,3,t:,0.015,g:,0.145,pingjunzhi:,1.47778E-05
markov,N:,3,t:,0.015,g:,0.15,pingjunzhi:,1.63842E-05
markov,N:,3,t:,0.015,g:,0.155,pingjunzhi:,1.89246E-05
markov,N:,3,t:,0.015,g:,0.16,pingjunzhi:,1.67220E-05
markov,N:,3,t:,0.015,g:,0.165,pingjunzhi:,1.99329E-05
markov,N:,3,t:,0.015,g:,0.17,pingjunzhi:,2.27087E-05
markov,N:,3,t:,0.015,g:,0.175,pingjunzhi:,2.23244E-05
markov,N:,3,t:,0.015,g:,0.18,pingjunzhi:,1.99457E-05
markov,N:,3,t:,0.015,g:,0.185,pingjunzhi:,2.81536E-05
markov,N:,3,t:,0.015,g:,0.19,pingjunzhi:,2.64636E-05
markov,N:,3,t:,0.015,g:,0.195,pingjunzhi:,2.92645E-05
markov,N:,3,t:,0.015,g:,0.2,pingjunzhi:,2.65673E-05
markov,N:,3,t:,0.015,g:,0.205,pingjunzhi:,2.85475E-05
markov,N:,3,t:,0.015,g:,0.21,pingjunzhi:,2.86339E-05
markov,N:,3,t:,0.015,g:,0.215,pingjunzhi:,2.80578E-05
markov,N:,3,t:,0.015,g:,0.22,pingjunzhi:,3.68268E-05
markov,N:,3,t:,0.015,g:,0.225,pingjunzhi:,3.77653E-05
markov,N:,3,t:,0.015,g:,0.23,pingjunzhi:,3.83637E-05
markov,N:,3,t:,0.015,g:,0.235,pingjunzhi:,4.03179E-05
markov,N:,3,t:,0.015,g:,0.24,pingjunzhi:,4.33207E-05
markov,N:,3,t:,0.015,g:,0.245,pingjunzhi:,4.13040E-05
markov,N:,3,t:,0.015,g:,0.25,pingjunzhi:,4.14243E-05
markov,N:,3,t:,0.015,g:,0.255,pingjunzhi:,4.62846E-05
markov,N:,3,t:,0.015,g:,0.26,pingjunzhi:,4.75899E-05
markov,N:,3,t:,0.015,g:,0.265,pingjunzhi:,5.31491E-05
markov,N:,3,t:,0.015,g:,0.27,pingjunzhi:,5.76196E-05
markov,N:,3,t:,0.015,g:,0.275,pingjunzhi:,5.05512E-05
markov,N:,3,t:,0.015,g:,0.28,pingjunzhi:,6.29472E-05
markov,N:,3,t:,0.015,g:,0.285,pingjunzhi:,6.47715E-05
markov,N:,3,t:,0.015,g:,0.29,pingjunzhi:,6.16105E-05
markov,N:,3,t:,0.015,g:,0.295,pingjunzhi:,6.44934E-05
markov,N:,3,t:,0.015,g:,0.3,pingjunzhi:,6.08597E-05
markov,N:,3,t:,0.015,g:,0.305,pingjunzhi:,6.32287E-05
markov,N:,3,t:,0.015,g:,0.31,pingjunzhi:,6.66030E-05
markov,N:,3,t:,0.015,g:,0.315,pingjunzhi:,7.65602E-05
markov,N:,3,t:,0.015,g:,0.32,pingjunzhi:,7.40372E-05
markov,N:,3,t:,0.015,g:,0.325,pingjunzhi:,7.01292E-05
markov,N:,3,t:,0.015,g:,0.33,pingjunzhi:,8.22241E-05
markov,N:,3,t:,0.015,g:,0.335,pingjunzhi:,7.85251E-05
markov,N:,3,t:,0.015,g:,0.34,pingjunzhi:,7.16017E-05
markov,N:,3,t:,0.015,g:,0.345,pingjunzhi:,8.19243E-05
markov,N:,3,t:,0.015,g:,0.35,pingjunzhi:,8.36613E-05
markov,N:,3,t:,0.015,g:,0.355,pingjunzhi:,8.67377E-05
markov,N:,3,t:,0.015,g:,0.36,pingjunzhi:,8.38804E-05
markov,N:,3,t:,0.015,g:,0.365,pingjunzhi:,8.57478E-05
markov,N:,3,t:,0.015,g:,0.37,pingjunzhi:,9.34759E-05
markov,N:,3,t:,0.015,g:,0.375,pingjunzhi:,1.01695E-04
markov,N:,3,t:,0.015,g:,0.38,pingjunzhi:,9.48927E-05
markov,N:,3,t:,0.015,g:,0.385,pingjunzhi:,9.41025E-05
markov,N:,3,t:,0.015,g:,0.39,pingjunzhi:,1.09585E-04
markov,N:,3,t:,0.015,g:,0.395,pingjunzhi:,1.16275E-04
markov,N:,3,t:,0.015,g:,0.4,pingjunzhi:,1.13099E-04
markov,N:,3,t:,0.02,g:,0,pingjunzhi:,8.35291E-07
markov,N:,3,t:,0.02,g:,0.005,pingjunzhi:,7.63583E-07
markov,N:,3,t:,0.02,g:,0.01,pingjunzhi:,8.93636E-07
markov,N:,3,t:,0.02,g:,0.015,pingjunzhi:,1.09639E-06
markov,N:,3,t:,0.02,g:,0.02,pingjunzhi:,1.13675E-06
markov,N:,3,t:,0.02,g:,0.025,pingjunzhi:,1.36153E-06
markov,N:,3,t:,0.02,g:,0.03,pingjunzhi:,1.43200E-06
markov,N:,3,t:,0.02,g:,0.035,pingjunzhi:,1.81694E-06
markov,N:,3,t:,0.02,g:,0.04,pingjunzhi:,1.71480E-06
markov,N:,3,t:,0.02,g:,0.045,pingjunzhi:,2.19154E-06
markov,N:,3,t:,0.02,g:,0.05,pingjunzhi:,2.57709E-06
markov,N:,3,t:,0.02,g:,0.055,pingjunzhi:,2.90314E-06
markov,N:,3,t:,0.02,g:,0.06,pingjunzhi:,3.12584E-06
markov,N:,3,t:,0.02,g:,0.065,pingjunzhi:,3.99912E-06
markov,N:,3,t:,0.02,g:,0.07,pingjunzhi:,4.19382E-06
markov,N:,3,t:,0.02,g:,0.075,pingjunzhi:,4.47333E-06
markov,N:,3,t:,0.02,g:,0.08,pingjunzhi:,5.33904E-06
markov,N:,3,t:,0.02,g:,0.085,pingjunzhi:,5.83623E-06
markov,N:,3,t:,0.02,g:,0.09,pingjunzhi:,6.74554E-06
markov,N:,3,t:,0.02,g:,0.095,pingjunzhi:,7.63042E-06
markov,N:,3,t:,0.02,g:,0.1,pingjunzhi:,8.67646E-06
markov,N:,3,t:,0.02,g:,0.105,pingjunzhi:,8.80970E-06
markov,N:,3,t:,0.02,g:,0.11,pingjunzhi:,9.56349E-06
markov,N:,3,t:,0.02,g:,0.115,pingjunzhi:,1.02811E-05
markov,N:,3,t:,0.02,g:,0.12,pingjunzhi:,1.15008E-05
markov,N:,3,t:,0.02,g:,0.125,pingjunzhi:,1.02213E-05
markov,N:,3,t:,0.02,g:,0.13,pingjunzhi:,1.41011E-05
markov,N:,3,t:,0.02,g:,0.135,pingjunzhi:,1.53710E-05
markov,N:,3,t:,0.02,g:,0.14,pingjunzhi:,1.65989E-05
markov,N:,3,t:,0.02,g:,0.145,pingjunzhi:,1.55006E-05
markov,N:,3,t:,0.02,g:,0.15,pingjunzhi:,1.82769E-05
markov,N:,3,t:,0.02,g:,0.155,pingjunzhi:,1.58242E-05
markov,N:,3,t:,0.02,g:,0.16,pingjunzhi:,2.11561E-05
markov,N:,3,t:,0.02,g:,0.165,pingjunzhi:,2.12687E-05
markov,N:,3,t:,0.02,g:,0.17,pingjunzhi:,2.28899E-05
markov,N:,3,t:,0.02,g:,0.175,pingjunzhi:,1.95657E-05
markov,N:,3,t:,0.02,g:,0.18,pingjunzhi:,2.51343E-05
