col1,col2,col3,col4,t,col6,g,col8,col_value
non-markov,N:,3,t:,0.092,g:,0.108,pingjunzhi:,0.008167789
non-markov,N:,3,t:,0.092,g:,0.112,pingjunzhi:,0.00727553
non-markov,N:,3,t:,0.092,g:,0.116,pingjunzhi:,0.007675113
non-markov,N:,3,t:,0.092,g:,0.12,pingjunzhi:,0.007922955
non-markov,N:,3,t:,0.092,g:,0.124,pingjunzhi:,0.00757554
non-markov,N:,3,t:,0.092,g:,0.128,pingjunzhi:,0.008170847
non-markov,N:,3,t:,0.092,g:,0.132,pingjunzhi:,0.008110632
non-markov,N:,3,t:,0.092,g:,0.136,pingjunzhi:,0.007770041
non-markov,N:,3,t:,0.092,g:,0.14,pingjunzhi:,0.007192333
non-markov,N:,3,t:,0.092,g:,0.144,pingjunzhi:,0.007425759
non-markov,N:,3,t:,0.092,g:,0.148,pingjunzhi:,0.007461885
non-markov,N:,3,t:,0.092,g:,0.152,pingjunzhi:,0.008397249
non-markov,N:,3,t:,0.092,g:,0.156,pingjunzhi:,0.007790968
non-markov,N:,3,t:,0.092,g:,0.16,pingjunzhi:,0.007117027
non-markov,N:,3,t:,0.092,g:,0.164,pingjunzhi:,0.008155909
non-markov,N:,3,t:,0.092,g:,0.168,pingjunzhi:,0.007905128
non-markov,N:,3,t:,0.092,g:,0.172,pingjunzhi:,0.00915127
non-markov,N:,3,t:,0.092,g:,0.176,pingjunzhi:,0.008220837
non-markov,N:,3,t:,0.092,g:,0.18,pingjunzhi:,0.006384851
non-markov,N:,3,t:,0.092,g:,0.184,pingjunzhi:,0.006652444
non-markov,N:,3,t:,0.092,g:,0.188,pingjunzhi:,0.007342636
non-markov,N:,3,t:,0.092,g:,0.192,pingjunzhi:,0.007690933
non-markov,N:,3,t:,0.092,g:,0.196,pingjunzhi:,0.00948391
non-markov,N:,3,t:,0.092,g:,0.2,pingjunzhi:,0.007903462
non-markov,N:,3,t:,0.092,g:,0.204,pingjunzhi:,0.008842369
non-markov,N:,3,t:,0.092,g:,0.208,pingjunzhi:,0.008156365
non-markov,N:,3,t:,0.092,g:,0.212,pingjunzhi:,0.008145627
non-markov,N:,3,t:,0.092,g:,0.216,pingjunzhi:,0.008740598
non-markov,N:,3,t:,0.092,g:,0.22,pingjunzhi:,0.008205298
non-markov,N:,3,t:,0.092,g:,0.224,pingjunzhi:,0.007328067
non-markov,N:,3,t:,0.092,g:,0.228,pingjunzhi:,0.0080672
non-markov,N:,3,t:,0.092,g:,0.232,pingjunzhi:,0.007957984
non-markov,N:,3,t:,0.092,g:,0.236,pingjunzhi:,0.008883976
non-markov,N:,3,t:,0.092,g:,0.24,pingjunzhi:,0.009710397
non-markov,N:,3,t:,0.092,g:,0.244,pingjunzhi:,0.008283595
non-markov,N:,3,t:,0.092,g:,0.248,pingjunzhi:,0.007251592
non-markov,N:,3,t:,0.092,g:,0.252,pingjunzhi:,0.009381034
non-markov,N:,3,t:,0.092,g:,0.256,pingjunzhi:,0.009609221
non-markov,N:,3,t:,0.092,g:,0.26,pingjunzhi:,0.008702345
non-markov,N:,3,t:,0.092,g:,0.264,pingjunzhi:,0.008536614
non-markov,N:,3,t:,0.092,g:,0.268,pingjunzhi:,0.010019273
non-markov,N:,3,t:,0.092,g:,0.272,pingjunzhi:,0.009041692
non-markov,N:,3,t:,0.092,g:,0.276,pingjunzhi:,0.008603568
non-markov,N:,3,t:,0.092,g:,0.28,pingjunzhi:,0.008403931
non-markov,N:,3,t:,0.092,g:,0.284,pingjunzhi:,0.008515881
non-markov,N:,3,t:,0.092,g:,0.288,pingjunzhi:,0.009343268
non-markov,N:,3,t:,0.092,g:,0.292,pingjunzhi:,0.009847688
non-markov,N:,3,t:,0.092,g:,0.296,pingjunzhi:,0.008608155
non-markov,N:,3,t:,0.092,g:,0.3,pingjunzhi:,0.009653708
non-markov,N:,3,t:,0.092,g:,0.304,pingjunzhi:,0.008926183
non-markov,N:,3,t:,0.092,g:,0.308,pingjunzhi:,0.01079982
non-markov,N:,3,t:,0.092,g:,0.312,pingjunzhi:,0.008938953
non-markov,N:,3,t:,0.092,g:,0.316,pingjunzhi:,0.010625168
non-markov,N:,3,t:,0.092,g:,0.32,pingjunzhi:,0.010528148
non-markov,N:,3,t:,0.092,g:,0.324,pingjunzhi:,0.010348875
non-markov,N:,3,t:,0.092,g:,0.328,pingjunzhi:,0.010578021
non-markov,N:,3,t:,0.092,g:,0.332,pingjunzhi:,0.00917334
non-markov,N:,3,t:,0.092,g:,0.336,pingjunzhi:,0.009119697
non-markov,N:,3,t:,0.092,g:,0.34,pingjunzhi:,0.010426022
non-markov,N:,3,t:,0.092,g:,0.344,pingjunzhi:,0.01033052
non-markov,N:,3,t:,0.092,g:,0.348,pingjunzhi:,0.009687339
non-markov,N:,3,t:,0.092,g:,0.352,pingjunzhi:,0.008949236
non-markov,N:,3,t:,0.092,g:,0.356,pingjunzhi:,0.006440791
non-markov,N:,3,t:,0.092,g:,0.36,pingjunzhi:,0.011196062
non-markov,N:,3,t:,0.092,g:,0.364,pingjunzhi:,0.008843298
non-markov,N:,3,t:,0.092,g:,0.368,pingjunzhi:,0.010635619
non-markov,N:,3,t:,0.092,g:,0.372,pingjunzhi:,0.011351926
non-markov,N:,3,t:,0.092,g:,0.376,pingjunzhi:,0.010916186
non-markov,N:,3,t:,0.092,g:,0.38,pingjunzhi:,0.00830999
non-markov,N:,3,t:,0.092,g:,0.384,pingjunzhi:,0.010698673
non-markov,N:,3,t:,0.092,g:,0.388,pingjunzhi:,0.011262419
non-markov,N:,3,t:,0.092,g:,0.392,pingjunzhi:,0.011986693
non-markov,N:,3,t:,0.092,g:,0.396,pingjunzhi:,0.009260503
non-markov,N:,3,t:,0.092,g:,0.4,pingjunzhi:,0.012286361
non-markov,N:,3,t:,0.096,g:,0,pingjunzhi:,0.007069439
non-markov,N:,3,t:,0.096,g:,0.004,pingjunzhi:,0.007174967
non-markov,N:,3,t:,0.096,g:,0.008,pingjunzhi:,0.007938606
non-markov,N:,3,t:,0.096,g:,0.012,pingjunzhi:,0.007733014
non-markov,N:,3,t:,0.096,g:,0.016,pingjunzhi:,0.007231792
non-markov,N:,3,t:,0.096,g:,0.02,pingjunzhi:,0.007227228
non-markov,N:,3,t:,0.096,g:,0.024,pingjunzhi:,0.006792074
non-markov,N:,3,t:,0.096,g:,0.028,pingjunzhi:,0.007459097
non-markov,N:,3,t:,0.096,g:,0.032,pingjunzhi:,0.007554401
non-markov,N:,3,t:,0.096,g:,0.036,pingjunzhi:,0.007866465
non-markov,N:,3,t:,0.096,g:,0.04,pingjunzhi:,0.007825101
non-markov,N:,3,t:,0.096,g:,0.044,pingjunzhi:,0.007292994
non-markov,N:,3,t:,0.096,g:,0.048,pingjunzhi:,0.008553108
non-markov,N:,3,t:,0.096,g:,0.052,pingjunzhi:,0.006401215
non-markov,N:,3,t:,0.096,g:,0.056,pingjunzhi:,0.008181892
non-markov,N:,3,t:,0.096,g:,0.06,pingjunzhi:,0.007357633
non-markov,N:,3,t:,0.096,g:,0.064,pingjunzhi:,0.006601114
non-markov,N:,3,t:,0.096,g:,0.068,pingjunzhi:,0.008177663
non-markov,N:,3,t:,0.096,g:,0.072,pingjunzhi:,0.008024644
non-markov,N:,3,t:,0.096,g:,0.076,pingjunzhi:,0.008629172
non-markov,N:,3,t:,0.096,g:,0.08,pingjunzhi:,0.008056078
non-markov,N:,3,t:,0.096,g:,0.084,pingjunzhi:,0.007632329
non-markov,N:,3,t:,0.096,g:,0.088,pingjunzhi:,0.007124169
non-markov,N:,3,t:,0.096,g:,0.092,pingjunzhi:,0.008352178
non-markov,N:,3,t:,0.096,g:,0.096,pingjunzhi:,0.006798701
non-markov,N:,3,t:,0.096,g:,0.1,pingjunzhi:,0.007813913
non-markov,N:,3,t:,0.096,g:,0.104,pingjunzhi:,0.007253528
non-markov,N:,3,t:,0.096,g:,0.108,pingjunzhi:,0.007417508
non-markov,N:,3,t:,0.096,g:,0.112,pingjunzhi:,0.008214678
non-markov,N:,3,t:,0.096,g:,0.116,pingjunzhi:,0.007588202
non-markov,N:,3,t:,0.096,g:,0.12,pingjunzhi:,0.00826667
non-markov,N:,3,t:,0.096,g:,0.124,pingjunzhi:,0.007974066
non-markov,N:,3,t:,0.096,g:,0.128,pingjunzhi:,0.006925526
non-markov,N:,3,t:,0.096,g:,0.132,pingjunzhi:,0.008091607
non-markov,N:,3,t:,0.096,g:,0.136,pingjunzhi:,0.008142011
non-markov,N:,3,t:,0.096,g:,0.14,pingjunzhi:,0.007823217
non-markov,N:,3,t:,0.096,g:,0.144,pingjunzhi:,0.009395907
non-markov,N:,3,t:,0.096,g:,0.148,pingjunzhi:,0.008219191
non-markov,N:,3,t:,0.096,g:,0.152,pingjunzhi:,0.007326209
non-markov,N:,3,t:,0.096,g:,0.156,pingjunzhi:,0.008612391
non-markov,N:,3,t:,0.096,g:,0.16,pingjunzhi:,0.006855306
non-markov,N:,3,t:,0.096,g:,0.164,pingjunzhi:,0.006942391
non-markov,N:,3,t:,0.096,g:,0.168,pingjunzhi:,0.008019214
non-markov,N:,3,t:,0.096,g:,0.172,pingjunzhi:,0.007151308
non-markov,N:,3,t:,0.096,g:,0.176,pingjunzhi:,0.00864569
non-markov,N:,3,t:,0.096,g:,0.18,pingjunzhi:,0.008720308
non-markov,N:,3,t:,0.096,g:,0.184,pingjunzhi:,0.008184839
non-markov,N:,3,t:,0.096,g:,0.188,pingjunzhi:,0.007450065
non-markov,N:,3,t:,0.096,g:,0.192,pingjunzhi:,0.00831946
non-markov,N:,3,t:,0.096,g:,0.196,pingjunzhi:,0.008863591
non-markov,N:,3,t:,0.096,g:,0.2,pingjunzhi:,0.009496854
non-markov,N:,3,t:,0.096,g:,0.204,pingjunzhi:,0.010121753
non-markov,N:,3,t:,0.096,g:,0.208,pingjunzhi:,0.00863736
non-markov,N:,3,t:,0.096,g:,0.212,pingjunzhi:,0.008362387
non-markov,N:,3,t:,0.096,g:,0.216,pingjunzhi:,0.008718189
non-markov,N:,3,t:,0.096,g:,0.22,pingjunzhi:,0.008367396
non-markov,N:,3,t:,0.096,g:,0.224,pingjunzhi:,0.008410765
non-markov,N:,3,t:,0.096,g:,0.228,pingjunzhi:,0.007201596
non-markov,N:,3,t:,0.096,g:,0.232,pingjunzhi:,0.008040141
non-markov,N:,3,t:,0.096,g:,0.236,pingjunzhi:,0.007342299
non-markov,N:,3,t:,0.096,g:,0.24,pingjunzhi:,0.009702974
non-markov,N:,3,t:,0.096,g:,0.244,pingjunzhi:,0.010311166
non-markov,N:,3,t:,0.096,g:,0.248,pingjunzhi:,0.009745766
non-markov,N:,3,t:,0.096,g:,0.252,pingjunzhi:,0.007081817
non-markov,N:,3,t:,0.096,g:,0.256,pingjunzhi:,0.009852202
non-markov,N:,3,t:,0.096,g:,0.26,pingjunzhi:,0.009068677
non-markov,N:,3,t:,0.096,g:,0.264,pingjunzhi:,0.007983648
non-markov,N:,3,t:,0.096,g:,0.268,pingjunzhi:,0.009010389
non-markov,N:,3,t:,0.096,g:,0.272,pingjunzhi:,0.009373117
non-markov,N:,3,t:,0.096,g:,0.276,pingjunzhi:,0.008893998
non-markov,N:,3,t:,0.096,g:,0.28,pingjunzhi:,0.010171895
non-markov,N:,3,t:,0.096,g:,0.284,pingjunzhi:,0.009968854
non-markov,N:,3,t:,0.096,g:,0.288,pingjunzhi:,0.010113544
non-markov,N:,3,t:,0.096,g:,0.292,pingjunzhi:,0.008988319
non-markov,N:,3,t:,0.096,g:,0.296,pingjunzhi:,0.009884796
non-markov,N:,3,t:,0.096,g:,0.3,pingjunzhi:,0.009587073
non-markov,N:,3,t:,0.096,g:,0.304,pingjunzhi:,0.009754091
non-markov,N:,3,t:,0.096,g:,0.308,pingjunzhi:,0.009778896
non-markov,N:,3,t:,0.096,g:,0.312,pingjunzhi:,0.009469256
non-markov,N:,3,t:,0.096,g:,0.316,pingjunzhi:,0.009974567
non-markov,N:,3,t:,0.096,g:,0.32,pingjunzhi:,0.009375469
non-markov,N:,3,t:,0.096,g:,0.324,pingjunzhi:,0.00920245
non-markov,N:,3,t:,0.096,g:,0.328,pingjunzhi:,0.009082463
non-markov,N:,3,t:,0.096,g:,0.332,pingjunzhi:,0.008023499
non-markov,N:,3,t:,0.096,g:,0.336,pingjunzhi:,0.010480779
non-markov,N:,3,t:,0.096,g:,0.34,pingjunzhi:,0.010495207
non-markov,N:,3,t:,0.096,g:,0.344,pingjunzhi:,0.009644804
non-markov,N:,3,t:,0.096,g:,0.348,pingjunzhi:,0.011130212
non-markov,N:,3,t:,0.096,g:,0.352,pingjunzhi:,0.008774713
non-markov,N:,3,t:,0.096,g:,0.356,pingjunzhi:,0.009422384
non-markov,N:,3,t:,0.096,g:,0.36,pingjunzhi:,0.009514395
non-markov,N:,3,t:,0.096,g:,0.364,pingjunzhi:,0.010986249
non-markov,N:,3,t:,0.096,g:,0.368,pingjunzhi:,0.010888023
non-markov,N:,3,t:,0.096,g:,0.372,pingjunzhi:,0.009691785
non-markov,N:,3,t:,0.096,g:,0.376,pingjunzhi:,0.0095175
non-markov,N:,3,t:,0.096,g:,0.38,pingjunzhi:,0.008539621
non-markov,N:,3,t:,0.096,g:,0.384,pingjunzhi:,0.009690281
non-markov,N:,3,t:,0.096,g:,0.388,pingjunzhi:,0.009673648
non-markov,N:,3,t:,0.096,g:,0.392,pingjunzhi:,0.009992032
non-markov,N:,3,t:,0.096,g:,0.396,pingjunzhi:,0.009023664
non-markov,N:,3,t:,0.096,g:,0.4,pingjunzhi:,0.012676201
non-markov,N:,3,t:,0.1,g:,0,pingjunzhi:,0.006952254
non-markov,N:,3,t:,0.1,g:,0.004,pingjunzhi:,0.007928298
non-markov,N:,3,t:,0.1,g:,0.008,pingjunzhi:,0.007726003
non-markov,N:,3,t:,0.1,g:,0.012,pingjunzhi:,0.006935801
non-markov,N:,3,t:,0.1,g:,0.016,pingjunzhi:,0.007132142
non-markov,N:,3,t:,0.1,g:,0.02,pingjunzhi:,0.007758636
non-markov,N:,3,t:,0.1,g:,0.024,pingjunzhi:,0.007976203
non-markov,N:,3,t:,0.1,g:,0.028,pingjunzhi:,0.007916725
non-markov,N:,3,t:,0.1,g:,0.032,pingjunzhi:,0.00717981
non-markov,N:,3,t:,0.1,g:,0.036,pingjunzhi:,0.007723816
non-markov,N:,3,t:,0.1,g:,0.04,pingjunzhi:,0.007673155
non-markov,N:,3,t:,0.1,g:,0.044,pingjunzhi:,0.008184844
non-markov,N:,3,t:,0.1,g:,0.048,pingjunzhi:,0.008073063
non-markov,N:,3,t:,0.1,g:,0.052,pingjunzhi:,0.007285009
non-markov,N:,3,t:,0.1,g:,0.056,pingjunzhi:,0.00844356
non-markov,N:,3,t:,0.1,g:,0.06,pingjunzhi:,0.007012336
non-markov,N:,3,t:,0.1,g:,0.064,pingjunzhi:,0.008164182
non-markov,N:,3,t:,0.1,g:,0.068,pingjunzhi:,0.007886497
non-markov,N:,3,t:,0.1,g:,0.072,pingjunzhi:,0.007538437
non-markov,N:,3,t:,0.1,g:,0.076,pingjunzhi:,0.007823198
non-markov,N:,3,t:,0.1,g:,0.08,pingjunzhi:,0.009146512
non-markov,N:,3,t:,0.1,g:,0.084,pingjunzhi:,0.008109947
non-markov,N:,3,t:,0.1,g:,0.088,pingjunzhi:,0.008150276
non-markov,N:,3,t:,0.1,g:,0.092,pingjunzhi:,0.007505996
non-markov,N:,3,t:,0.1,g:,0.096,pingjunzhi:,0.007931563
non-markov,N:,3,t:,0.1,g:,0.1,pingjunzhi:,0.009370805
non-markov,N:,3,t:,0.1,g:,0.104,pingjunzhi:,0.008520435
non-markov,N:,3,t:,0.1,g:,0.108,pingjunzhi:,0.007727398
non-markov,N:,3,t:,0.1,g:,0.112,pingjunzhi:,0.0083199
non-markov,N:,3,t:,0.1,g:,0.116,pingjunzhi:,0.007702272
non-markov,N:,3,t:,0.1,g:,0.12,pingjunzhi:,0.006864449
non-markov,N:,3,t:,0.1,g:,0.124,pingjunzhi:,0.008066925
non-markov,N:,3,t:,0.1,g:,0.128,pingjunzhi:,0.008896036
non-markov,N:,3,t:,0.1,g:,0.132,pingjunzhi:,0.008395838
non-markov,N:,3,t:,0.1,g:,0.136,pingjunzhi:,0.007951586
non-markov,N:,3,t:,0.1,g:,0.14,pingjunzhi:,0.007768691
non-markov,N:,3,t:,0.1,g:,0.144,pingjunzhi:,0.008516154
non-markov,N:,3,t:,0.1,g:,0.148,pingjunzhi:,0.008870116
non-markov,N:,3,t:,0.1,g:,0.152,pingjunzhi:,0.008980741
non-markov,N:,3,t:,0.1,g:,0.156,pingjunzhi:,0.007201739
non-markov,N:,3,t:,0.1,g:,0.16,pingjunzhi:,0.007402241
non-markov,N:,3,t:,0.1,g:,0.164,pingjunzhi:,0.008723239
non-markov,N:,3,t:,0.1,g:,0.168,pingjunzhi:,0.008581314
non-markov,N:,3,t:,0.1,g:,0.172,pingjunzhi:,0.009239464
non-markov,N:,3,t:,0.1,g:,0.176,pingjunzhi:,0.009343068
non-markov,N:,3,t:,0.1,g:,0.18,pingjunzhi:,0.008057819
non-markov,N:,3,t:,0.1,g:,0.184,pingjunzhi:,0.008626408
non-markov,N:,3,t:,0.1,g:,0.188,pingjunzhi:,0.007444473
non-markov,N:,3,t:,0.1,g:,0.192,pingjunzhi:,0.007871826
non-markov,N:,3,t:,0.1,g:,0.196,pingjunzhi:,0.008839115
non-markov,N:,3,t:,0.1,g:,0.2,pingjunzhi:,0.008493099
non-markov,N:,3,t:,0.1,g:,0.204,pingjunzhi:,0.008524375
non-markov,N:,3,t:,0.1,g:,0.208,pingjunzhi:,0.008817864
non-markov,N:,3,t:,0.1,g:,0.212,pingjunzhi:,0.009276817
non-markov,N:,3,t:,0.1,g:,0.216,pingjunzhi:,0.008133222
non-markov,N:,3,t:,0.1,g:,0.22,pingjunzhi:,0.007718085
non-markov,N:,3,t:,0.1,g:,0.224,pingjunzhi:,0.008584049
non-markov,N:,3,t:,0.1,g:,0.228,pingjunzhi:,0.008581884
non-markov,N:,3,t:,0.1,g:,0.232,pingjunzhi:,0.006827503
non-markov,N:,3,t:,0.1,g:,0.236,pingjunzhi:,0.009357986
non-markov,N:,3,t:,0.1,g:,0.24,pingjunzhi:,0.009303813
non-markov,N:,3,t:,0.1,g:,0.244,pingjunzhi:,0.008309135
non-markov,N:,3,t:,0.1,g:,0.248,pingjunzhi:,0.007922612
non-markov,N:,3,t:,0.1,g:,0.252,pingjunzhi:,0.00901815
non-markov,N:,3,t:,0.1,g:,0.256,pingjunzhi:,0.008474892
non-markov,N:,3,t:,0.1,g:,0.26,pingjunzhi:,0.009163513
non-markov,N:,3,t:,0.1,g:,0.264,pingjunzhi:,0.009598733
non-markov,N:,3,t:,0.1,g:,0.268,pingjunzhi:,0.009860839
non-markov,N:,3,t:,0.1,g:,0.272,pingjunzhi:,0.008331002
non-markov,N:,3,t:,0.1,g:,0.276,pingjunzhi:,0.010053569
non-markov,N:,3,t:,0.1,g:,0.28,pingjunzhi:,0.009107668
non-markov,N:,3,t:,0.1,g:,0.284,pingjunzhi:,0.009595751
non-markov,N:,3,t:,0.1,g:,0.288,pingjunzhi:,0.009820311
non-markov,N:,3,t:,0.1,g:,0.292,pingjunzhi:,0.009552482
non-markov,N:,3,t:,0.1,g:,0.296,pingjunzhi:,0.009856279
non-markov,N:,3,t:,0.1,g:,0.3,pingjunzhi:,0.011513198
non-markov,N:,3,t:,0.1,g:,0.304,pingjunzhi:,0.010120849
non-markov,N:,3,t:,0.1,g:,0.308,pingjunzhi:,0.009331267
non-markov,N:,3,t:,0.1,g:,0.312,pingjunzhi:,0.009985069
non-markov,N:,3,t:,0.1,g:,0.316,pingjunzhi:,0.00888258
non-markov,N:,3,t:,0.1,g:,0.32,pingjunzhi:,0.008297252
non-markov,N:,3,t:,0.1,g:,0.324,pingjunzhi:,0.007055366
non-markov,N:,3,t:,0.1,g:,0.328,pingjunzhi:,0.009871785
non-markov,N:,3,t:,0.1,g:,0.332,pingjunzhi:,0.010387122
non-markov,N:,3,t:,0.1,g:,0.336,pingjunzhi:,0.009891235
non-markov,N:,3,t:,0.1,g:,0.34,pingjunzhi:,0.010522128
non-markov,N:,3,t:,0.1,g:,0.344,pingjunzhi:,0.009024766
non-markov,N:,3,t:,0.1,g:,0.348,pingjunzhi:,0.010766089
non-markov,N:,3,t:,0.1,g:,0.352,pingjunzhi:,0.008914954
non-markov,N:,3,t:,0.1,g:,0.356,pingjunzhi:,0.009732838
non-markov,N:,3,t:,0.1,g:,0.36,pingjunzhi:,0.010389111
non-markov,N:,3,t:,0.1,g:,0.364,pingjunzhi:,0.010198511
non-markov,N:,3,t:,0.1,g:,0.368,pingjunzhi:,0.011785867
non-markov,N:,3,t:,0.1,g:,0.372,pingjunzhi:,0.009772664
non-markov,N:,3,t:,0.1,g:,0.376,pingjunzhi:,0.010540087
non-markov,N:,3,t:,0.1,g:,0.38,pingjunzhi:,0.010926173
non-markov,N:,3,t:,0.1,g:,0.384,pingjunzhi:,0.008630196
non-markov,N:,3,t:,0.1,g:,0.388,pingjunzhi:,0.010248072
non-markov,N:,3,t:,0.1,g:,0.392,pingjunzhi:,0.010885857
non-markov,N:,3,t:,0.1,g:,0.396,pingjunzhi:,0.011151058
non-markov,N:,3,t:,0.1,g:,0.4,pingjunzhi:,0.010839075
non-markov,N:,3,t:,0.104,g:,0,pingjunzhi:,0.00712268
non-markov,N:,3,t:,0.104,g:,0.004,pingjunzhi:,0.009494955
non-markov,N:,3,t:,0.104,g:,0.008,pingjunzhi:,0.007471652
non-markov,N:,3,t:,0.104,g:,0.012,pingjunzhi:,0.007894654
non-markov,N:,3,t:,0.104,g:,0.016,pingjunzhi:,0.008432917
non-markov,N:,3,t:,0.104,g:,0.02,pingjunzhi:,0.008536881
non-markov,N:,3,t:,0.104,g:,0.024,pingjunzhi:,0.007983449
non-markov,N:,3,t:,0.104,g:,0.028,pingjunzhi:,0.006838477
non-markov,N:,3,t:,0.104,g:,0.032,pingjunzhi:,0.007418378
non-markov,N:,3,t:,0.104,g:,0.036,pingjunzhi:,0.008175701
non-markov,N:,3,t:,0.104,g:,0.04,pingjunzhi:,0.007586292
non-markov,N:,3,t:,0.104,g:,0.044,pingjunzhi:,0.008475899
non-markov,N:,3,t:,0.104,g:,0.048,pingjunzhi:,0.007607756
non-markov,N:,3,t:,0.104,g:,0.052,pingjunzhi:,0.007716139
non-markov,N:,3,t:,0.104,g:,0.056,pingjunzhi:,0.008244188
non-markov,N:,3,t:,0.104,g:,0.06,pingjunzhi:,0.008078119
non-markov,N:,3,t:,0.104,g:,0.064,pingjunzhi:,0.00845293
non-markov,N:,3,t:,0.104,g:,0.068,pingjunzhi:,0.007611949
non-markov,N:,3,t:,0.104,g:,0.072,pingjunzhi:,0.00776937
non-markov,N:,3,t:,0.104,g:,0.076,pingjunzhi:,0.007216418
non-markov,N:,3,t:,0.104,g:,0.08,pingjunzhi:,0.007740317
non-markov,N:,3,t:,0.104,g:,0.084,pingjunzhi:,0.00825002
non-markov,N:,3,t:,0.104,g:,0.088,pingjunzhi:,0.00779007
non-markov,N:,3,t:,0.104,g:,0.092,pingjunzhi:,0.008718646
non-markov,N:,3,t:,0.104,g:,0.096,pingjunzhi:,0.007414254
non-markov,N:,3,t:,0.104,g:,0.1,pingjunzhi:,0.007535309
non-markov,N:,3,t:,0.104,g:,0.104,pingjunzhi:,0.008215481
non-markov,N:,3,t:,0.104,g:,0.108,pingjunzhi:,0.007503911
non-markov,N:,3,t:,0.104,g:,0.112,pingjunzhi:,0.00772634
non-markov,N:,3,t:,0.104,g:,0.116,pingjunzhi:,0.008775
non-markov,N:,3,t:,0.104,g:,0.12,pingjunzhi:,0.006923147
non-markov,N:,3,t:,0.104,g:,0.124,pingjunzhi:,0.008246237
non-markov,N:,3,t:,0.104,g:,0.128,pingjunzhi:,0.007937897
non-markov,N:,3,t:,0.104,g:,0.132,pingjunzhi:,0.008876445
non-markov,N:,3,t:,0.104,g:,0.136,pingjunzhi:,0.009012917
non-markov,N:,3,t:,0.104,g:,0.14,pingjunzhi:,0.008172031
non-markov,N:,3,t:,0.104,g:,0.144,pingjunzhi:,0.009282715
non-markov,N:,3,t:,0.104,g:,0.148,pingjunzhi:,0.008033801
non-markov,N:,3,t:,0.104,g:,0.152,pingjunzhi:,0.008096493
non-markov,N:,3,t:,0.104,g:,0.156,pingjunzhi:,0.008195922
non-markov,N:,3,t:,0.104,g:,0.16,pingjunzhi:,0.007947837
non-markov,N:,3,t:,0.104,g:,0.164,pingjunzhi:,0.008263865
non-markov,N:,3,t:,0.104,g:,0.168,pingjunzhi:,0.008343839
non-markov,N:,3,t:,0.104,g:,0.172,pingjunzhi:,0.007838564
non-markov,N:,3,t:,0.104,g:,0.176,pingjunzhi:,0.008226711
non-markov,N:,3,t:,0.104,g:,0.18,pingjunzhi:,0.008073926
non-markov,N:,3,t:,0.104,g:,0.184,pingjunzhi:,0.007686724
non-markov,N:,3,t:,0.104,g:,0.188,pingjunzhi:,0.00767029
non-markov,N:,3,t:,0.104,g:,0.192,pingjunzhi:,0.00869377
non-markov,N:,3,t:,0.104,g:,0.196,pingjunzhi:,0.009361118
non-markov,N:,3,t:,0.104,g:,0.2,pingjunzhi:,0.008626003
non-markov,N:,3,t:,0.104,g:,0.204,pingjunzhi:,0.009003989
non-markov,N:,3,t:,0.104,g:,0.208,pingjunzhi:,0.008805987
non-markov,N:,3,t:,0.104,g:,0.212,pingjunzhi:,0.00884686
non-markov,N:,3,t:,0.104,g:,0.216,pingjunzhi:,0.008035616
non-markov,N:,3,t:,0.104,g:,0.22,pingjunzhi:,0.009426764
non-markov,N:,3,t:,0.104,g:,0.224,pingjunzhi:,0.009517261
non-markov,N:,3,t:,0.104,g:,0.228,pingjunzhi:,0.00849662
non-markov,N:,3,t:,0.104,g:,0.232,pingjunzhi:,0.00925716
non-markov,N:,3,t:,0.104,g:,0.236,pingjunzhi:,0.008642563
non-markov,N:,3,t:,0.104,g:,0.24,pingjunzhi:,0.009040507
non-markov,N:,3,t:,0.104,g:,0.244,pingjunzhi:,0.008787307
non-markov,N:,3,t:,0.104,g:,0.248,pingjunzhi:,0.009911633
non-markov,N:,3,t:,0.104,g:,0.252,pingjunzhi:,0.010028449
non-markov,N:,3,t:,0.104,g:,0.256,pingjunzhi:,0.008338444
non-markov,N:,3,t:,0.104,g:,0.26,pingjunzhi:,0.009090162
non-markov,N:,3,t:,0.104,g:,0.264,pingjunzhi:,0.006132494
non-markov,N:,3,t:,0.104,g:,0.268,pingjunzhi:,0.010701097
non-markov,N:,3,t:,0.104,g:,0.272,pingjunzhi:,0.008910673
non-markov,N:,3,t:,0.104,g:,0.276,pingjunzhi:,0.009282799
non-markov,N:,3,t:,0.104,g:,0.28,pingjunzhi:,0.009848444
non-markov,N:,3,t:,0.104,g:,0.284,pingjunzhi:,0.00957669
non-markov,N:,3,t:,0.104,g:,0.288,pingjunzhi:,0.009821246
non-markov,N:,3,t:,0.104,g:,0.292,pingjunzhi:,0.011199447
non-markov,N:,3,t:,0.104,g:,0.296,pingjunzhi:,0.010245823
non-markov,N:,3,t:,0.104,g:,0.3,pingjunzhi:,0.010291943
non-markov,N:,3,t:,0.104,g:,0.304,pingjunzhi:,0.008823872
non-markov,N:,3,t:,0.104,g:,0.308,pingjunzhi:,0.010800111
non-markov,N:,3,t:,0.104,g:,0.312,pingjunzhi:,0.009676319
non-markov,N:,3,t:,0.104,g:,0.316,pingjunzhi:,0.009774961
non-markov,N:,3,t:,0.104,g:,0.32,pingjunzhi:,0.008931454
non-markov,N:,3,t:,0.104,g:,0.324,pingjunzhi:,0.008444901
