col1,col2,col3,col4,t,col6,g,col8,col_value
non-markov,N:,3,t:,0.224,g:,0.136,pingjunzhi:,0.01051685
non-markov,N:,3,t:,0.224,g:,0.14,pingjunzhi:,0.010194329
non-markov,N:,3,t:,0.224,g:,0.144,pingjunzhi:,0.011724385
non-markov,N:,3,t:,0.224,g:,0.148,pingjunzhi:,0.009831217
non-markov,N:,3,t:,0.224,g:,0.152,pingjunzhi:,0.010861449
non-markov,N:,3,t:,0.224,g:,0.156,pingjunzhi:,0.01189601
non-markov,N:,3,t:,0.224,g:,0.16,pingjunzhi:,0.008478419
non-markov,N:,3,t:,0.224,g:,0.164,pingjunzhi:,0.010996845
non-markov,N:,3,t:,0.224,g:,0.168,pingjunzhi:,0.007490266
non-markov,N:,3,t:,0.224,g:,0.172,pingjunzhi:,0.008938138
non-markov,N:,3,t:,0.224,g:,0.176,pingjunzhi:,0.009988142
non-markov,N:,3,t:,0.224,g:,0.18,pingjunzhi:,0.009203269
non-markov,N:,3,t:,0.224,g:,0.184,pingjunzhi:,0.009933002
non-markov,N:,3,t:,0.224,g:,0.188,pingjunzhi:,0.010501238
non-markov,N:,3,t:,0.224,g:,0.192,pingjunzhi:,0.01013168
non-markov,N:,3,t:,0.224,g:,0.196,pingjunzhi:,0.009827648
non-markov,N:,3,t:,0.224,g:,0.2,pingjunzhi:,0.011801224
non-markov,N:,3,t:,0.224,g:,0.204,pingjunzhi:,0.010531231
non-markov,N:,3,t:,0.224,g:,0.208,pingjunzhi:,0.009952352
non-markov,N:,3,t:,0.224,g:,0.212,pingjunzhi:,0.011790437
non-markov,N:,3,t:,0.224,g:,0.216,pingjunzhi:,0.009587872
non-markov,N:,3,t:,0.224,g:,0.22,pingjunzhi:,0.010001349
non-markov,N:,3,t:,0.224,g:,0.224,pingjunzhi:,0.010218055
non-markov,N:,3,t:,0.224,g:,0.228,pingjunzhi:,0.011032895
non-markov,N:,3,t:,0.224,g:,0.232,pingjunzhi:,0.01186406
non-markov,N:,3,t:,0.224,g:,0.236,pingjunzhi:,0.01009639
non-markov,N:,3,t:,0.224,g:,0.24,pingjunzhi:,0.011273825
non-markov,N:,3,t:,0.224,g:,0.244,pingjunzhi:,0.009372225
non-markov,N:,3,t:,0.224,g:,0.248,pingjunzhi:,0.010491973
non-markov,N:,3,t:,0.224,g:,0.252,pingjunzhi:,0.01098271
non-markov,N:,3,t:,0.224,g:,0.256,pingjunzhi:,0.009937949
non-markov,N:,3,t:,0.224,g:,0.26,pingjunzhi:,0.009260822
non-markov,N:,3,t:,0.224,g:,0.264,pingjunzhi:,0.009279303
non-markov,N:,3,t:,0.224,g:,0.268,pingjunzhi:,0.010272235
non-markov,N:,3,t:,0.224,g:,0.272,pingjunzhi:,0.011057566
non-markov,N:,3,t:,0.224,g:,0.276,pingjunzhi:,0.010640388
non-markov,N:,3,t:,0.224,g:,0.28,pingjunzhi:,0.010785627
non-markov,N:,3,t:,0.224,g:,0.284,pingjunzhi:,0.010231152
non-markov,N:,3,t:,0.224,g:,0.288,pingjunzhi:,0.009482025
non-markov,N:,3,t:,0.224,g:,0.292,pingjunzhi:,0.010086559
non-markov,N:,3,t:,0.224,g:,0.296,pingjunzhi:,0.011139737
non-markov,N:,3,t:,0.224,g:,0.3,pingjunzhi:,0.010221826
non-markov,N:,3,t:,0.224,g:,0.304,pingjunzhi:,0.01065072
non-markov,N:,3,t:,0.224,g:,0.308,pingjunzhi:,0.009945969
non-markov,N:,3,t:,0.224,g:,0.312,pingjunzhi:,0.011161824
non-markov,N:,3,t:,0.224,g:,0.316,pingjunzhi:,0.01069332
non-markov,N:,3,t:,0.224,g:,0.32,pingjunzhi:,0.011086104
non-markov,N:,3,t:,0.224,g:,0.324,pingjunzhi:,0.009661164
non-markov,N:,3,t:,0.224,g:,0.328,pingjunzhi:,0.011414709
non-markov,N:,3,t:,0.224,g:,0.332,pingjunzhi:,0.012680864
non-markov,N:,3,t:,0.224,g:,0.336,pingjunzhi:,0.011341819
non-markov,N:,3,t:,0.224,g:,0.34,pingjunzhi:,0.012975902
non-markov,N:,3,t:,0.224,g:,0.344,pingjunzhi:,0.010188843
non-markov,N:,3,t:,0.224,g:,0.348,pingjunzhi:,0.009133626
non-markov,N:,3,t:,0.224,g:,0.352,pingjunzhi:,0.01445146
non-markov,N:,3,t:,0.224,g:,0.356,pingjunzhi:,0.01210601
non-markov,N:,3,t:,0.224,g:,0.36,pingjunzhi:,0.012102691
non-markov,N:,3,t:,0.224,g:,0.364,pingjunzhi:,0.011145131
non-markov,N:,3,t:,0.224,g:,0.368,pingjunzhi:,0.010704349
non-markov,N:,3,t:,0.224,g:,0.372,pingjunzhi:,0.00950958
non-markov,N:,3,t:,0.224,g:,0.376,pingjunzhi:,0.012312973
non-markov,N:,3,t:,0.224,g:,0.38,pingjunzhi:,0.012001831
non-markov,N:,3,t:,0.224,g:,0.384,pingjunzhi:,0.010902349
non-markov,N:,3,t:,0.224,g:,0.388,pingjunzhi:,0.010366956
non-markov,N:,3,t:,0.224,g:,0.392,pingjunzhi:,0.012204424
non-markov,N:,3,t:,0.224,g:,0.396,pingjunzhi:,0.013323019
non-markov,N:,3,t:,0.224,g:,0.4,pingjunzhi:,0.011879206
non-markov,N:,3,t:,0.228,g:,0,pingjunzhi:,0.011647076
non-markov,N:,3,t:,0.228,g:,0.004,pingjunzhi:,0.009174461
non-markov,N:,3,t:,0.228,g:,0.008,pingjunzhi:,0.008154099
non-markov,N:,3,t:,0.228,g:,0.012,pingjunzhi:,0.009414882
non-markov,N:,3,t:,0.228,g:,0.016,pingjunzhi:,0.008635344
non-markov,N:,3,t:,0.228,g:,0.02,pingjunzhi:,0.010739342
non-markov,N:,3,t:,0.228,g:,0.024,pingjunzhi:,0.009586785
non-markov,N:,3,t:,0.228,g:,0.028,pingjunzhi:,0.009325138
non-markov,N:,3,t:,0.228,g:,0.032,pingjunzhi:,0.009653126
non-markov,N:,3,t:,0.228,g:,0.036,pingjunzhi:,0.010330748
non-markov,N:,3,t:,0.228,g:,0.04,pingjunzhi:,0.009065989
non-markov,N:,3,t:,0.228,g:,0.044,pingjunzhi:,0.009704796
non-markov,N:,3,t:,0.228,g:,0.048,pingjunzhi:,0.010268468
non-markov,N:,3,t:,0.228,g:,0.052,pingjunzhi:,0.009551061
non-markov,N:,3,t:,0.228,g:,0.056,pingjunzhi:,0.010568124
non-markov,N:,3,t:,0.228,g:,0.06,pingjunzhi:,0.011305218
non-markov,N:,3,t:,0.228,g:,0.064,pingjunzhi:,0.010085215
non-markov,N:,3,t:,0.228,g:,0.068,pingjunzhi:,0.01278907
non-markov,N:,3,t:,0.228,g:,0.072,pingjunzhi:,0.010407943
non-markov,N:,3,t:,0.228,g:,0.076,pingjunzhi:,0.009462922
non-markov,N:,3,t:,0.228,g:,0.08,pingjunzhi:,0.009944282
non-markov,N:,3,t:,0.228,g:,0.084,pingjunzhi:,0.010305629
non-markov,N:,3,t:,0.228,g:,0.088,pingjunzhi:,0.010653054
non-markov,N:,3,t:,0.228,g:,0.092,pingjunzhi:,0.011990955
non-markov,N:,3,t:,0.228,g:,0.096,pingjunzhi:,0.009077682
non-markov,N:,3,t:,0.228,g:,0.1,pingjunzhi:,0.009810486
non-markov,N:,3,t:,0.228,g:,0.104,pingjunzhi:,0.010364292
non-markov,N:,3,t:,0.228,g:,0.108,pingjunzhi:,0.009516888
non-markov,N:,3,t:,0.228,g:,0.112,pingjunzhi:,0.010032619
non-markov,N:,3,t:,0.228,g:,0.116,pingjunzhi:,0.010752251
non-markov,N:,3,t:,0.228,g:,0.12,pingjunzhi:,0.010408265
non-markov,N:,3,t:,0.228,g:,0.124,pingjunzhi:,0.010441187
non-markov,N:,3,t:,0.228,g:,0.128,pingjunzhi:,0.009862793
non-markov,N:,3,t:,0.228,g:,0.132,pingjunzhi:,0.010199426
non-markov,N:,3,t:,0.228,g:,0.136,pingjunzhi:,0.009897321
non-markov,N:,3,t:,0.228,g:,0.14,pingjunzhi:,0.009580897
non-markov,N:,3,t:,0.228,g:,0.144,pingjunzhi:,0.010197354
non-markov,N:,3,t:,0.228,g:,0.148,pingjunzhi:,0.010051918
non-markov,N:,3,t:,0.228,g:,0.152,pingjunzhi:,0.010869179
non-markov,N:,3,t:,0.228,g:,0.156,pingjunzhi:,0.010881404
non-markov,N:,3,t:,0.228,g:,0.16,pingjunzhi:,0.009864368
non-markov,N:,3,t:,0.228,g:,0.164,pingjunzhi:,0.008357043
non-markov,N:,3,t:,0.228,g:,0.168,pingjunzhi:,0.009261935
non-markov,N:,3,t:,0.228,g:,0.172,pingjunzhi:,0.009013251
non-markov,N:,3,t:,0.228,g:,0.176,pingjunzhi:,0.010739689
non-markov,N:,3,t:,0.228,g:,0.18,pingjunzhi:,0.009616237
non-markov,N:,3,t:,0.228,g:,0.184,pingjunzhi:,0.010346773
non-markov,N:,3,t:,0.228,g:,0.188,pingjunzhi:,0.008960128
non-markov,N:,3,t:,0.228,g:,0.192,pingjunzhi:,0.011320683
non-markov,N:,3,t:,0.228,g:,0.196,pingjunzhi:,0.012678835
non-markov,N:,3,t:,0.228,g:,0.2,pingjunzhi:,0.009778406
non-markov,N:,3,t:,0.228,g:,0.204,pingjunzhi:,0.009655633
non-markov,N:,3,t:,0.228,g:,0.208,pingjunzhi:,0.011601968
non-markov,N:,3,t:,0.228,g:,0.212,pingjunzhi:,0.010799323
non-markov,N:,3,t:,0.228,g:,0.216,pingjunzhi:,0.011735866
non-markov,N:,3,t:,0.228,g:,0.22,pingjunzhi:,0.010122125
non-markov,N:,3,t:,0.228,g:,0.224,pingjunzhi:,0.010278979
non-markov,N:,3,t:,0.228,g:,0.228,pingjunzhi:,0.010347669
non-markov,N:,3,t:,0.228,g:,0.232,pingjunzhi:,0.009818643
non-markov,N:,3,t:,0.228,g:,0.236,pingjunzhi:,0.010158737
non-markov,N:,3,t:,0.228,g:,0.24,pingjunzhi:,0.01153364
non-markov,N:,3,t:,0.228,g:,0.244,pingjunzhi:,0.010026469
non-markov,N:,3,t:,0.228,g:,0.248,pingjunzhi:,0.010887231
non-markov,N:,3,t:,0.228,g:,0.252,pingjunzhi:,0.010111727
non-markov,N:,3,t:,0.228,g:,0.256,pingjunzhi:,0.009828327
non-markov,N:,3,t:,0.228,g:,0.26,pingjunzhi:,0.01241742
non-markov,N:,3,t:,0.228,g:,0.264,pingjunzhi:,0.010854895
non-markov,N:,3,t:,0.228,g:,0.268,pingjunzhi:,0.010355107
non-markov,N:,3,t:,0.228,g:,0.272,pingjunzhi:,0.01364455
non-markov,N:,3,t:,0.228,g:,0.276,pingjunzhi:,0.009431565
non-markov,N:,3,t:,0.228,g:,0.28,pingjunzhi:,0.012973832
non-markov,N:,3,t:,0.228,g:,0.284,pingjunzhi:,0.010958835
non-markov,N:,3,t:,0.228,g:,0.288,pingjunzhi:,0.010783135
non-markov,N:,3,t:,0.228,g:,0.292,pingjunzhi:,0.011428241
non-markov,N:,3,t:,0.228,g:,0.296,pingjunzhi:,0.010140769
non-markov,N:,3,t:,0.228,g:,0.3,pingjunzhi:,0.010880734
non-markov,N:,3,t:,0.228,g:,0.304,pingjunzhi:,0.010458265
non-markov,N:,3,t:,0.228,g:,0.308,pingjunzhi:,0.011436084
non-markov,N:,3,t:,0.228,g:,0.312,pingjunzhi:,0.011066773
non-markov,N:,3,t:,0.228,g:,0.316,pingjunzhi:,0.011667766
non-markov,N:,3,t:,0.228,g:,0.32,pingjunzhi:,0.011828095
non-markov,N:,3,t:,0.228,g:,0.324,pingjunzhi:,0.011397501
non-markov,N:,3,t:,0.228,g:,0.328,pingjunzhi:,0.011351812
non-markov,N:,3,t:,0.228,g:,0.332,pingjunzhi:,0.010847383
non-markov,N:,3,t:,0.228,g:,0.336,pingjunzhi:,0.011839
non-markov,N:,3,t:,0.228,g:,0.34,pingjunzhi:,0.010436096
non-markov,N:,3,t:,0.228,g:,0.344,pingjunzhi:,0.011463985
non-markov,N:,3,t:,0.228,g:,0.348,pingjunzhi:,0.012073226
non-markov,N:,3,t:,0.228,g:,0.352,pingjunzhi:,0.011359759
non-markov,N:,3,t:,0.228,g:,0.356,pingjunzhi:,0.012311777
non-markov,N:,3,t:,0.228,g:,0.36,pingjunzhi:,0.011503012
non-markov,N:,3,t:,0.228,g:,0.364,pingjunzhi:,0.011988869
non-markov,N:,3,t:,0.228,g:,0.368,pingjunzhi:,0.011387464
non-markov,N:,3,t:,0.228,g:,0.372,pingjunzhi:,0.011732807
non-markov,N:,3,t:,0.228,g:,0.376,pingjunzhi:,0.011563647
non-markov,N:,3,t:,0.228,g:,0.38,pingjunzhi:,0.013171289
non-markov,N:,3,t:,0.228,g:,0.384,pingjunzhi:,0.009936393
non-markov,N:,3,t:,0.228,g:,0.388,pingjunzhi:,0.012458574
non-markov,N:,3,t:,0.228,g:,0.392,pingjunzhi:,0.012524222
non-markov,N:,3,t:,0.228,g:,0.396,pingjunzhi:,0.013577373
non-markov,N:,3,t:,0.228,g:,0.4,pingjunzhi:,0.012222235
non-markov,N:,3,t:,0.232,g:,0,pingjunzhi:,0.009295763
non-markov,N:,3,t:,0.232,g:,0.004,pingjunzhi:,0.010047847
non-markov,N:,3,t:,0.232,g:,0.008,pingjunzhi:,0.008919618
non-markov,N:,3,t:,0.232,g:,0.012,pingjunzhi:,0.009944406
non-markov,N:,3,t:,0.232,g:,0.016,pingjunzhi:,0.009757657
non-markov,N:,3,t:,0.232,g:,0.02,pingjunzhi:,0.009914138
non-markov,N:,3,t:,0.232,g:,0.024,pingjunzhi:,0.009390625
non-markov,N:,3,t:,0.232,g:,0.028,pingjunzhi:,0.010236023
non-markov,N:,3,t:,0.232,g:,0.032,pingjunzhi:,0.011296751
non-markov,N:,3,t:,0.232,g:,0.036,pingjunzhi:,0.01073275
non-markov,N:,3,t:,0.232,g:,0.04,pingjunzhi:,0.009322985
non-markov,N:,3,t:,0.232,g:,0.044,pingjunzhi:,0.0082806
non-markov,N:,3,t:,0.232,g:,0.048,pingjunzhi:,0.009561184
non-markov,N:,3,t:,0.232,g:,0.052,pingjunzhi:,0.008867565
non-markov,N:,3,t:,0.232,g:,0.056,pingjunzhi:,0.008884227
non-markov,N:,3,t:,0.232,g:,0.06,pingjunzhi:,0.010434702
non-markov,N:,3,t:,0.232,g:,0.064,pingjunzhi:,0.009111226
non-markov,N:,3,t:,0.232,g:,0.068,pingjunzhi:,0.008836946
non-markov,N:,3,t:,0.232,g:,0.072,pingjunzhi:,0.010035457
non-markov,N:,3,t:,0.232,g:,0.076,pingjunzhi:,0.011054175
non-markov,N:,3,t:,0.232,g:,0.08,pingjunzhi:,0.010551548
non-markov,N:,3,t:,0.232,g:,0.084,pingjunzhi:,0.010910099
non-markov,N:,3,t:,0.232,g:,0.088,pingjunzhi:,0.009568502
non-markov,N:,3,t:,0.232,g:,0.092,pingjunzhi:,0.012581043
non-markov,N:,3,t:,0.232,g:,0.096,pingjunzhi:,0.009806488
non-markov,N:,3,t:,0.232,g:,0.1,pingjunzhi:,0.009132176
non-markov,N:,3,t:,0.232,g:,0.104,pingjunzhi:,0.012110478
non-markov,N:,3,t:,0.232,g:,0.108,pingjunzhi:,0.010528088
non-markov,N:,3,t:,0.232,g:,0.112,pingjunzhi:,0.009872208
non-markov,N:,3,t:,0.232,g:,0.116,pingjunzhi:,0.009482389
non-markov,N:,3,t:,0.232,g:,0.12,pingjunzhi:,0.010392479
non-markov,N:,3,t:,0.232,g:,0.124,pingjunzhi:,0.008160554
non-markov,N:,3,t:,0.232,g:,0.128,pingjunzhi:,0.009360878
non-markov,N:,3,t:,0.232,g:,0.132,pingjunzhi:,0.009490058
non-markov,N:,3,t:,0.232,g:,0.136,pingjunzhi:,0.010852441
non-markov,N:,3,t:,0.232,g:,0.14,pingjunzhi:,0.012207044
non-markov,N:,3,t:,0.232,g:,0.144,pingjunzhi:,0.011463545
non-markov,N:,3,t:,0.232,g:,0.148,pingjunzhi:,0.010856708
non-markov,N:,3,t:,0.232,g:,0.152,pingjunzhi:,0.009291713
non-markov,N:,3,t:,0.232,g:,0.156,pingjunzhi:,0.009847696
non-markov,N:,3,t:,0.232,g:,0.16,pingjunzhi:,0.012361319
non-markov,N:,3,t:,0.232,g:,0.164,pingjunzhi:,0.010115945
non-markov,N:,3,t:,0.232,g:,0.168,pingjunzhi:,0.008503885
non-markov,N:,3,t:,0.232,g:,0.172,pingjunzhi:,0.009015344
non-markov,N:,3,t:,0.232,g:,0.176,pingjunzhi:,0.011362725
non-markov,N:,3,t:,0.232,g:,0.18,pingjunzhi:,0.008941048
non-markov,N:,3,t:,0.232,g:,0.184,pingjunzhi:,0.009624784
non-markov,N:,3,t:,0.232,g:,0.188,pingjunzhi:,0.009491448
non-markov,N:,3,t:,0.232,g:,0.192,pingjunzhi:,0.011544342
non-markov,N:,3,t:,0.232,g:,0.196,pingjunzhi:,0.010140703
non-markov,N:,3,t:,0.232,g:,0.2,pingjunzhi:,0.010233044
non-markov,N:,3,t:,0.232,g:,0.204,pingjunzhi:,0.010027361
non-markov,N:,3,t:,0.232,g:,0.208,pingjunzhi:,0.009840319
non-markov,N:,3,t:,0.232,g:,0.212,pingjunzhi:,0.009179774
non-markov,N:,3,t:,0.232,g:,0.216,pingjunzhi:,0.009827828
non-markov,N:,3,t:,0.232,g:,0.22,pingjunzhi:,0.008481868
non-markov,N:,3,t:,0.232,g:,0.224,pingjunzhi:,0.010505721
non-markov,N:,3,t:,0.232,g:,0.228,pingjunzhi:,0.009930376
non-markov,N:,3,t:,0.232,g:,0.232,pingjunzhi:,0.011061118
non-markov,N:,3,t:,0.232,g:,0.236,pingjunzhi:,0.009707882
non-markov,N:,3,t:,0.232,g:,0.24,pingjunzhi:,0.010064611
non-markov,N:,3,t:,0.232,g:,0.244,pingjunzhi:,0.011753984
non-markov,N:,3,t:,0.232,g:,0.248,pingjunzhi:,0.011506852
non-markov,N:,3,t:,0.232,g:,0.252,pingjunzhi:,0.007747588
non-markov,N:,3,t:,0.232,g:,0.256,pingjunzhi:,0.009431441
non-markov,N:,3,t:,0.232,g:,0.26,pingjunzhi:,0.011809974
non-markov,N:,3,t:,0.232,g:,0.264,pingjunzhi:,0.01013765
non-markov,N:,3,t:,0.232,g:,0.268,pingjunzhi:,0.011010103
non-markov,N:,3,t:,0.232,g:,0.272,pingjunzhi:,0.011106125
non-markov,N:,3,t:,0.232,g:,0.276,pingjunzhi:,0.010504138
non-markov,N:,3,t:,0.232,g:,0.28,pingjunzhi:,0.011127522
non-markov,N:,3,t:,0.232,g:,0.284,pingjunzhi:,0.010884285
non-markov,N:,3,t:,0.232,g:,0.288,pingjunzhi:,0.013270404
non-markov,N:,3,t:,0.232,g:,0.292,pingjunzhi:,0.009869085
non-markov,N:,3,t:,0.232,g:,0.296,pingjunzhi:,0.009057504
non-markov,N:,3,t:,0.232,g:,0.3,pingjunzhi:,0.010087918
non-markov,N:,3,t:,0.232,g:,0.304,pingjunzhi:,0.009754039
non-markov,N:,3,t:,0.232,g:,0.308,pingjunzhi:,0.012834121
non-markov,N:,3,t:,0.232,g:,0.312,pingjunzhi:,0.011755792
non-markov,N:,3,t:,0.232,g:,0.316,pingjunzhi:,0.010799424
non-markov,N:,3,t:,0.232,g:,0.32,pingjunzhi:,0.010966038
non-markov,N:,3,t:,0.232,g:,0.324,pingjunzhi:,0.011625922
non-markov,N:,3,t:,0.232,g:,0.328,pingjunzhi:,0.012027713
non-markov,N:,3,t:,0.232,g:,0.332,pingjunzhi:,0.010886336
non-markov,N:,3,t:,0.232,g:,0.336,pingjunzhi:,0.010395559
non-markov,N:,3,t:,0.232,g:,0.34,pingjunzhi:,0.011856377
non-markov,N:,3,t:,0.232,g:,0.344,pingjunzhi:,0.009997947
non-markov,N:,3,t:,0.232,g:,0.348,pingjunzhi:,0.013228954
non-markov,N:,3,t:,0.232,g:,0.352,pingjunzhi:,0.011448079
non-markov,N:,3,t:,0.232,g:,0.356,pingjunzhi:,0.012033327
non-markov,N:,3,t:,0.232,g:,0.36,pingjunzhi:,0.010763533
non-markov,N:,3,t:,0.232,g:,0.364,pingjunzhi:,0.010733233
non-markov,N:,3,t:,0.232,g:,0.368,pingjunzhi:,0.011091948
non-markov,N:,3,t:,0.232,g:,0.372,pingjunzhi:,0.011189397
non-markov,N:,3,t:,0.232,g:,0.376,pingjunzhi:,0.012859374
non-markov,N:,3,t:,0.232,g:,0.38,pingjunzhi:,0.011573
non-markov,N:,3,t:,0.232,g:,0.384,pingjunzhi:,0.01204947
non-markov,N:,3,t:,0.232,g:,0.388,pingjunzhi:,0.01225399
non-markov,N:,3,t:,0.232,g:,0.392,pingjunzhi:,0.010821946
non-markov,N:,3,t:,0.232,g:,0.396,pingjunzhi:,0.012611614
non-markov,N:,3,t:,0.232,g:,0.4,pingjunzhi:,0.012383139
non-markov,N:,3,t:,0.236,g:,0,pingjunzhi:,0.008890708
non-markov,N:,3,t:,0.236,g:,0.004,pingjunzhi:,0.008846208
non-markov,N:,3,t:,0.236,g:,0.008,pingjunzhi:,0.010125867
non-markov,N:,3,t:,0.236,g:,0.012,pingjunzhi:,0.009215555
non-markov,N:,3,t:,0.236,g:,0.016,pingjunzhi:,0.010683565
non-markov,N:,3,t:,0.236,g:,0.02,pingjunzhi:,0.00931805
non-markov,N:,3,t:,0.236,g:,0.024,pingjunzhi:,0.009756924
non-markov,N:,3,t:,0.236,g:,0.028,pingjunzhi:,0.011123593
non-markov,N:,3,t:,0.236,g:,0.032,pingjunzhi:,0.011806728
non-markov,N:,3,t:,0.236,g:,0.036,pingjunzhi:,0.008363563
non-markov,N:,3,t:,0.236,g:,0.04,pingjunzhi:,0.010157622
non-markov,N:,3,t:,0.236,g:,0.044,pingjunzhi:,0.010127973
non-markov,N:,3,t:,0.236,g:,0.048,pingjunzhi:,0.010189295
non-markov,N:,3,t:,0.236,g:,0.052,pingjunzhi:,0.010685428
non-markov,N:,3,t:,0.236,g:,0.056,pingjunzhi:,0.009762314
non-markov,N:,3,t:,0.236,g:,0.06,pingjunzhi:,0.009429487
non-markov,N:,3,t:,0.236,g:,0.064,pingjunzhi:,0.010398395
non-markov,N:,3,t:,0.236,g:,0.068,pingjunzhi:,0.010511886
non-markov,N:,3,t:,0.236,g:,0.072,pingjunzhi:,0.009281281
non-markov,N:,3,t:,0.236,g:,0.076,pingjunzhi:,0.010825624
non-markov,N:,3,t:,0.236,g:,0.08,pingjunzhi:,0.009231419
non-markov,N:,3,t:,0.236,g:,0.084,pingjunzhi:,0.010037552
non-markov,N:,3,t:,0.236,g:,0.088,pingjunzhi:,0.009797648
non-markov,N:,3,t:,0.236,g:,0.092,pingjunzhi:,0.00967532
non-markov,N:,3,t:,0.236,g:,0.096,pingjunzhi:,0.009757151
non-markov,N:,3,t:,0.236,g:,0.1,pingjunzhi:,0.012034084
non-markov,N:,3,t:,0.236,g:,0.104,pingjunzhi:,0.009398281
non-markov,N:,3,t:,0.236,g:,0.108,pingjunzhi:,0.009014811
non-markov,N:,3,t:,0.236,g:,0.112,pingjunzhi:,0.009404244
non-markov,N:,3,t:,0.236,g:,0.116,pingjunzhi:,0.009913589
non-markov,N:,3,t:,0.236,g:,0.12,pingjunzhi:,0.009854803
non-markov,N:,3,t:,0.236,g:,0.124,pingjunzhi:,0.009526732
non-markov,N:,3,t:,0.236,g:,0.128,pingjunzhi:,0.010857937
non-markov,N:,3,t:,0.236,g:,0.132,pingjunzhi:,0.011487543
non-markov,N:,3,t:,0.236,g:,0.136,pingjunzhi:,0.010164513
non-markov,N:,3,t:,0.236,g:,0.14,pingjunzhi:,0.010834018
non-markov,N:,3,t:,0.236,g:,0.144,pingjunzhi:,0.011673791
non-markov,N:,3,t:,0.236,g:,0.148,pingjunzhi:,0.009951039
non-markov,N:,3,t:,0.236,g:,0.152,pingjunzhi:,0.009801416
non-markov,N:,3,t:,0.236,g:,0.156,pingjunzhi:,0.011035002
non-markov,N:,3,t:,0.236,g:,0.16,pingjunzhi:,0.009998596
non-markov,N:,3,t:,0.236,g:,0.164,pingjunzhi:,0.010337335
non-markov,N:,3,t:,0.236,g:,0.168,pingjunzhi:,0.010535643
non-markov,N:,3,t:,0.236,g:,0.172,pingjunzhi:,0.011113076
non-markov,N:,3,t:,0.236,g:,0.176,pingjunzhi:,0.010125248
non-markov,N:,3,t:,0.236,g:,0.18,pingjunzhi:,0.011549124
non-markov,N:,3,t:,0.236,g:,0.184,pingjunzhi:,0.011132874
non-markov,N:,3,t:,0.236,g:,0.188,pingjunzhi:,0.010070537
non-markov,N:,3,t:,0.236,g:,0.192,pingjunzhi:,0.009442871
non-markov,N:,3,t:,0.236,g:,0.196,pingjunzhi:,0.011433992
non-markov,N:,3,t:,0.236,g:,0.2,pingjunzhi:,0.010278205
non-markov,N:,3,t:,0.236,g:,0.204,pingjunzhi:,0.011887741
non-markov,N:,3,t:,0.236,g:,0.208,pingjunzhi:,0.010547596
non-markov,N:,3,t:,0.236,g:,0.212,pingjunzhi:,0.009782067
non-markov,N:,3,t:,0.236,g:,0.216,pingjunzhi:,0.010807902
non-markov,N:,3,t:,0.236,g:,0.22,pingjunzhi:,0.009587077
non-markov,N:,3,t:,0.236,g:,0.224,pingjunzhi:,0.013396365
non-markov,N:,3,t:,0.236,g:,0.228,pingjunzhi:,0.008624596
non-markov,N:,3,t:,0.236,g:,0.232,pingjunzhi:,0.010051661
non-markov,N:,3,t:,0.236,g:,0.236,pingjunzhi:,0.009480728
non-markov,N:,3,t:,0.236,g:,0.24,pingjunzhi:,0.010704905
non-markov,N:,3,t:,0.236,g:,0.244,pingjunzhi:,0.009730782
non-markov,N:,3,t:,0.236,g:,0.248,pingjunzhi:,0.010518953
non-markov,N:,3,t:,0.236,g:,0.252,pingjunzhi:,0.010064881
non-markov,N:,3,t:,0.236,g:,0.256,pingjunzhi:,0.010467298
non-markov,N:,3,t:,0.236,g:,0.26,pingjunzhi:,0.009991744
non-markov,N:,3,t:,0.236,g:,0.264,pingjunzhi:,0.009875622
non-markov,N:,3,t:,0.236,g:,0.268,pingjunzhi:,0.01073911
non-markov,N:,3,t:,0.236,g:,0.272,pingjunzhi:,0.011305374
non-markov,N:,3,t:,0.236,g:,0.276,pingjunzhi:,0.011232749
non-markov,N:,3,t:,0.236,g:,0.28,pingjunzhi:,0.011114784
non-markov,N:,3,t:,0.236,g:,0.284,pingjunzhi:,0.012101468
non-markov,N:,3,t:,0.236,g:,0.288,pingjunzhi:,0.00918308
non-markov,N:,3,t:,0.236,g:,0.292,pingjunzhi:,0.011948308
non-markov,N:,3,t:,0.236,g:,0.296,pingjunzhi:,0.012010679
non-markov,N:,3,t:,0.236,g:,0.3,pingjunzhi:,0.012177313
non-markov,N:,3,t:,0.236,g:,0.304,pingjunzhi:,0.01004813
non-markov,N:,3,t:,0.236,g:,0.308,pingjunzhi:,0.011249154
non-markov,N:,3,t:,0.236,g:,0.312,pingjunzhi:,0.010523864
non-markov,N:,3,t:,0.236,g:,0.316,pingjunzhi:,0.009454286
non-markov,N:,3,t:,0.236,g:,0.32,pingjunzhi:,0.012066903
non-markov,N:,3,t:,0.236,g:,0.324,pingjunzhi:,0.011129299
non-markov,N:,3,t:,0.236,g:,0.328,pingjunzhi:,0.011529168
non-markov,N:,3,t:,0.236,g:,0.332,pingjunzhi:,0.011531193
non-markov,N:,3,t:,0.236,g:,0.336,pingjunzhi:,0.01358563
non-markov,N:,3,t:,0.236,g:,0.34,pingjunzhi:,0.010592601
non-markov,N:,3,t:,0.236,g:,0.344,pingjunzhi:,0.01241721
non-markov,N:,3,t:,0.236,g:,0.348,pingjunzhi:,0.01106484
non-markov,N:,3,t:,0.236,g:,0.352,pingjunzhi:,0.012299819
